restaurant_name,tfidf_keywords
Coffee Point,"['omelette', 'coffee', 'best']"
Arco Lounge,"['lounge', 'gluten free', 'gluten', 'bang', 'smashed', 'thank', 'avocado', 'milkshake', 'menu', 'manager']"
Big Max Grill,"['50p', 'card', 'stated', 'extra', 'guy', 'price', 'guys', 'fries', 'principle', 'reluctantly']"
Valiant Pub Company Limited,['nan']
Tapas Deli Coffee & Bakery,['nan']
Five Guys Burgers and Fries Birmingham Bullring,"['burgers', 'burger', 'fries', 'didn really', 'chips', 'dry', 'guys', 'places', 'soggy mess', 'cleaning tables']"
Park Regis Birmingham,"['stay', 'blossom', 'khan', 'thank', 'parking', 'mr', 'moment', 'truly', 'moment arrived', 'checking']"
Naked Chicken JQ,"['wow', 'chicken', 'burger', 'fries', 'memorable thanks', 'shop chicken', 'warstone', 'real shame', 'extra fries', 'left happy']"
The Peroni Piazza,"['worst', 'cocktails', 'earth', 'mocktails', 'weeks ago', 'patrons', 'mojito', 'couple weeks', 'discount', 'roof']"
Papa Johns Pizza,"['pepperoni', 'crust', 'papa john', 'papa', 'feel valued', 'john', 'pizza', 'valued', 'cheese', 'hot fresh']"
Edgbaston Street Car Park,"['spaces', 'parking', 'park', 'car', 'doors', 'market', 'big car', 'cars', 'bullring', 'wide']"
Pret A Manger,"['pret', 'space', 'best coconut', 'say lovely', 'cost cutting', 'impacted', 'lot seating', 'big clean', 'amazing caring', 'outside spaces']"
Ciao Bella Desserts,"['paid extra', 'bella', 'desserts', 'bakery', 'pastries', 'll', 'cakes', 'cake', 'dessert', 'paid']"
Dixy Chicken,"['chicken', 'sizzler', 'fresh', 'fresh hot', 'fries', 'hot', 'soggy', 'fried chicken', 'bun', 'crunchy']"
Rhymers Tower Restaurant,['nan']
Pret A Manger,"['pret', 'plastic', 'cleaned', 'disposable', 'drink coffee', 'cups', 'choice', 'appreciate', 'cup', 'coffee']"
Faculty Coffee,"['coffee', 'coffee shop', 'hands best', 'blend', 'beans', 'hands', 'shop', 'cup', 'cakes', 'try']"
Golden Bar Milk Tea,"['kong style', 'hong', 'hong kong', 'kong', 'pork', 'fried', 'style', 'rice', 'taste menu', 'singapore']"
Cafe 52,['nan']
Staybridge Suites Aparthotel Birmingham by IHG,"['didn make', 'bed', 'pay money', 'equipped', 'worst', 'beds', '30pm', 'response', 'social', 'fully']"
Santorini Greek Restaurant,"['greek', 'recommend visit', 'complimentary', 'service', 'desserts', 'highly recommend', 'flavours', 'greeted', 'makes', 'highly']"
Costa Sports Centre - University Of Birmingham,"['costa', 'sandwich', 'son', 'serve', 'milk', 'point', 'cafe today', 'non halal', 'think ll', 'lunches']"
Ju Ju's Cafe Birmingham,"['sauce', 'came', 'outstanding', 'lovely prices', 'temperature tasted', 'tables inside', 'peaceful atmosphere', 'dishes menu', 'right temperature', 'meaty']"
Harborne Kitchen,"['menu', 'kitchen', 'courses', 'chefs', 'interesting', 'open plan', 'tasting menu', 'preparation', 'taster menu', 'wine pairing']"
AutoBrew | Bar & Café Digbeth,"['bar', 'beer', 'pour', 'concert', 'staff', 'bar staff', 'beers', 'phone', 'decided', 'card']"
ALDI,"['aldi', 'store', 'prices store', 'supermarket', 'fresh produce', 'cricket', 'produce', 'queues', 'budget', 'section']"
Starbucks Birmingham Bullring - Upper,['nan']
ibis Birmingham New Street Station,"['room', 'breakfast', 'renovation', 'dated', 'walking distance', 'stay', 'distance', 'staff friendly', 'station', 'entrance']"
Alexander Chapel Recruitment,"['mark', 'job', 'chapel', 'thank', 'role', 'offered', 'dealt', 'contact', 'advice', 'new']"
The Old Crown,"['el', 'location', 'pub', 'noisy', 'stayed', 'group', 'rooms', 'saturday', 'city centre', 'century']"
The Rainbow,"['large', 'pub', 'floors', 'beers', 'outdoor', 'small', 'vegan', 'beer', 'venue', 'vegan menu']"
Snow House Bar Birmingham,"['toasted', 'far', 'house', 'sausages', 'sausage', 'guy', 'heater', 'house birmingham', 'long work', 'small wooden']"
JOE & THE JUICE,"['lavender', 'matcha', 'joe', 'grace', 'shake', 'words', 'avocado', 'juice', 'standards', 'quality']"
All Bar One New Street Station,"['tom', 'party', 'bar', 'alex', 'guest', 'birthday', 'team', 'drinks', 'brunch', 'taking']"
Cafe Gazette,"['jacket', 'jacket potato', 'beans', 'potato', 'tasty', 'people enjoy', 'yummy served', 'according', 'priced tasty', 'potato beans']"
Polo Pasta,"['pasta', 'hard', 'just', 'simple', 'rude', 'gimmicks', 'wanted quick', 'birmingham tried', 'hope helps', 'just try']"
"Birmingham Running, Athletics & Triathlon Club","['inclusive', 'club', 'really friendly', 'really', 'friendly']"
Courthouse Clinics,"['clinic', 'treatment', 'results', 'helen', 'caring', 'professional', 'advice', 'staff', 'amazing staff', 'called']"
Asha's Indian Restaurant & Cocktail Bar,"['asha', 'indian', 'summer', 'superb', 'world', 'notch', 'amazing', 'unfortunately', 'dining', 'panner']"
Mount Fuji,"['japanese', 'ramen', 'bento', 'sushi', 'prawn', 'authentic', 'flavors', 'tonkotsu', 'authentic japanese', 'japan']"
Vodafone,"['plan', 'phone', 'sim', 'credit', 'months', 'unprofessional', 'told', 'history', 'sister', 'ee']"
Starbucks Coffee,"['starbucks', 'jug', 'milk', 'coffee', 'eye', 'experience', 'staff', 'staff ok', 'quite tasty', 'cake fresh']"
Bullring,"['shopping', 'shopping centre', 'centre', 'grand central', 'central', 'bullring', 'grand', 'shoppers', 'bullring grand', 'high street']"
Reiss Birmingham,"['dress', 'store', 'dresses', 'colour', 'selfridges', 'try', 'staff exceptional', 'team members', 'anna', 'right']"
River Island,"['store', 'fitting', 'items', 'easy', 'decor', 'size', 'river', 'store range', 'interior decor', 'self checkout']"
Millies Cookie's Birmingham Bull Ring Shopping Centre,"['cookies', 'store', 'chelsea', 'cookie', 'treats', 'vibes thank', 'store customer', 'speedy service', 'today thanks', 'city break']"
ZARA,"['store', 'self checkout', 'self', 'checkout', 'item', 'shoe', 'fitting', 'staff member', 'tag', 'clothing']"
Hylton Cafe,"['eggs', 'cafe', 'poached eggs', 'poached', 'bacon', 'cooked', 'gem', 'outstanding', 'cooked lovely', 'eggs benedict']"
Campus Express,"['coffee', 'nan', 'server really', 'range snacks', 'service lunch', 'lectures', 'additional cost', 'staff available', 'beautiful setting', 'served incredibly']"
Rosies - Birmingham,"['security', 'security staff', 'crutches', 'rosie', 'nightclub', 'power', 'night', 'stairs', 'staff', 'best']"
Ali Baba Coffee House,"['ali', 'shisha', 'uni', 'unreal', 'literally', 'flavors', 'haven', 'stop', 'perfect', 'lot']"
"Medicine Bakery, Selfridges","['bakery', 'reality', 'medicine bakery', 'medicine', 'dry', 'pastries', 'café', 'dessert', 'latte', 'sweet']"
The Button Factory,"['events', 'building', 'did', 'outstanding', 'sunday dinners', 'wonderful sunday', 'simply outstanding', 'factors', 'popped passing', 'arrange']"
Athens Greek Restaurant,"['greek', 'plates', 'santorini', 'fall', 'guests', 'night', 'tables', 'floor', 'booked', 'pay']"
"The Victoria, Birmingham","['comedy', 'shirt', 'april', '3rd', 'fancy', 'disabled', 'drinks', 'chairs', 'man', 'person']"
BRIG Café at The Warehouse,"['vegan', 'burger', 'cafe', 'chips', 'warehouse', 'burger chips', 'best ve', 'basic', 'fantastic', 'environment']"
TUI Holiday Store,"['robyn', 'michelle', 'holiday', 'trip', 'thank', 'sooooo', 'dates', 'information', 'excited', 'booked']"
Sliced N Diced,"['games', 'play', 'adam', 'bottomless brunch', 'bottomless', 'friends', 'owner', 'brunch', 'paid', 'beer']"
The Physician,"['beautiful', 'physician', 'range drinks', 'bar', 'range', 'area', 'bar area', 'roast', 'massive', 'outdoor']"
Dominiques,"['baguette', 'sandwich shop', 'sandwich', 'fillings', 'shop', 'sauce wish', 'excellent choice', 'shop best', 'gutted', 'station service']"
Pizza Pepper (Selly Oak),"['forgot', 'home cold', 'just', 'pizza', 'act', 'drink', 'cold', 'sauces', 'toppings', 'money']"
Caffè Nero,"['nero', 'available', 'red hair', 'toilet', 'fi', 'wi fi', 'wi', 'aggressive', 'barista', 'coffee']"
Trentina JQ,"['pasta', 'yum', 'devon', 'flavours', 'undercooked', 'crab', 'italian', 'exceeded', 'wanting', 'lovely']"
Starbucks Coffee,"['bread', '99', 'coffee', 'charge phone', 'seed', 'toilets facilities', 'said don', 'coffee branch', 'minutes cook', 'oven']"
Geek Retreat Birmingham,"['games', 'pre', 'downstairs', 'board games', 'train', 'events', 'board', 'bus', 'card', 'jewellery quarter']"
Mr Egg,"['chicken', 'fav', 'sweet potato', 'popcorn', 'milkshake', 'potato', 'crispy', 'sweet', 'chips', 'tea']"
MPW Birmingham,['nan']
Fumo by San Carlo - Birmingham Selfridges,"['dishes', 'hello', 'lobster pasta', 'lobster', 'waiting', 'smaller', 'portions', 'pasta', 'service', 'booking']"
The Blue Piano,"['blue', 'jazz', 'windows', 'music', 'live jazz', 'evidence', 'perform', 'property', 'truly special', 'rooms']"
Kimiko Japanese Kitchen,"['sushi', 'curry', 'chicken katsu', 'came fresh', 'relatively small', 'decent located', 'large portion', 'portion', 'extraordinary', 'advantage']"
Banana Tree Birmingham Bullring,"['tree', 'pad thai', 'pad', 'banana', 'thai', 'birthday', 'sticky', 'lovely', 'halal', 'girl']"
The Hive Cafe and Bakery,"['hive', 'salads', 'fresh', 'rooftop', 'salad', 'healthy', 'mushroom', 'tasty', 'cafe', 'really']"
San Carlo - Birmingham,"['italian', 'seafood', 'san carlo', 'carlo', 'san', 'martini', 'lacked', 'grill', 'pasta', 'flavour']"
Go Mex,"['burrito', 'minced', 'mess', 'money', 'beef', 'meat', 'easy', 'wait 10', 'wasting', 'sour cream']"
St Philips Chambers,"['case', 'mr', 'handled case', 'professionalism', 'handled', 'support', 'dedication', 'professional', 'highly recommended', 'highly']"
Costa Coffee,"['costa', 'cappuccino', 'latte', 'places', 'disability', 'answers', 'make mistakes', 'costed', 'hello', 'mobile']"
Arker,['nan']
Evolve at the Adam & Eve,"['helping people', 'purpose', 'helping', 'meeting', 'people', 'venue', 'filling best', 'evolve', 'using fresh', 'outdated']"
Bank Of China,"['bank', 'china', 'avoid avoid', 'avoid', 'branch', 'constructive', 'small branch', 'deal staff', 'devices', 'did pick']"
Pennyblacks,"['indian', 'peri', 'tapas', 'mailbox', 'presented', 'terrible customer', 'prices portion', 'disappointed tasted', 'tapas tried', 'atmosphere recommend']"
OCHA Cafè,"['tiramisu', 'matcha', 'cream', 'cozy', 'cookie', 'indoor', 'mango', 'roll', 'coffee shop', 'shop']"
Social Kitchen,"['new friends', 'lessons', 'gathering', 'usually busy', 'nachos', 'suitable', 'mac', 'mac cheese', 'meeting', 'share']"
Hotel Chocolat,"['chocolate', 'cups', 'cream', 'hotel', 'ice', 'vip', 'shop just', 'credit guys', 'shop cafe', 'helpful really']"
Tonight Josephine - Birmingham,"['music', 'drag', 'act', 'brilliant', 'vibe', 'venue', 'table given', 'plenty drinks', 'really venue', 'didn start']"
Papa Johns Pizza,"['papa john', 'papa', 'john', 'hygiene', 'young', 'pizza', 'manager staff', 'freindly', 'fresh exactly', 'polite young']"
Ada Restaurant,"['platter', 'kebabs', 'ribs', 'mix', 'slightly', 'bread', 'gentleman served', 'rushed feet', 'kindly served', '30 40']"
Bournville Garden Centre,"['plants', 'garden', 'garden centre', 'bournville', 'slice', 'variety', 'centre', 'cafe', 'visiting', 'money just']"
Rustic,"['rustic', 'sandwich', 'sausage', 'gloves', 'jacket', 'jacket potato', 'potato', 'lunch', 'hands', 'sandwiches']"
EthyOn Cafe,"['opening times', 'opening', 'sold', 'door', 'times', 'closed', 'panini', 'deal', 'shut', 'putting']"
Woodstock Cafe 筷乐,"['soup', 'café', 'dishes', 'stir fried', 'stir', 'rice', 'mainly', 'chinese', 'spicy', 'takeaway']"
Blank Street Coffee,"['helped decide', 'decide', 'matcha', 'taste', 'coffee', 'helped', 'got', 'service', 'matcha service', 'chocolate matcha']"
SIAMAIS,"['pedro', 'thai', 'prawns', 'setting', 'curry', 'attentive', 'relaxed', 'cocktails', 'presented', 'night partner']"
Swiis Nursing Agency - Birmingham,['nan']
St. George's School,['nan']
CCS,"['tried calling', 'parked', 'lines', 'calling', 'numerous', 'answer', 'saying', 'car', 'space', 'tried']"
Jacky's Kitchen,"['chinese', 'ok', 'person', 'single person', 'chill friends', 'leave staff', 'crap', 'dreadful', 'questionable', 'low quality']"
Taj Mahal Restaurant,"['polite friendly', 'polite', 'excellent', 'friendly helpful', 'hard', 'night family', 'gem visited', 'perfection bursting', 'helpful menu', 'visited night']"
Hey Brew Espresso,"['just moved', 'bagel', 'moved', 'coffee', 'toast', 'local', 'area', 'excellent', 'places', 'warm personable']"
Village Kitchen,"['sandwich', 'pulled pork', 'coronation', 'sandwiches', 'pulled', 'milkshake', 'pork', 'seating', 'takeaway', 'small']"
Al Bayt,"['french toast', 'french', 'toast', 'dirty', 'portions', 'loved definitely', 'beef burger', 'birthday did', 'best best', 'chicken french']"
Treetop Golf Birmingham,"['courses', 'ryan', 'golf', 'discounts', 'fun', 'really fun', 'student', 'play', 'managed', 'fairly']"
Costa Coffee,"['costa', 'iced tea', 'iced', 'tea', 'seating downstairs', 'teabag', 'seats available', 'light bite', 'thing probably', 'costa just']"
Kyoto Sushi & Grill,"['sushi', 'dishes', 'round', 'rounds', '33', 'japanese', 'fresh', 'menu', 'hours', 'atmosphere welcoming']"
The Arches Project,"['gallery', 'venue', 'artists', 'space', 'fantastic venue', 'runs', 'performance', 'productions', 'straight door', 'ample space']"
"The Crown Inn, Birmingham","['ozzy', 've twice', 'service quite', 'fist', 'tune', 'thought pop', 'pop quick', 'sky sports', 'quick pint', 'forever']"
Mailbox Birmingham,"['restaurants', 'mailbox', 'views', 'lovely', 'shopping', 'friday', 'stay', 'check', 'spot enjoy', 'enticing']"
Nando's Birmingham - Mailbox,"['nandos', 'july', '2025', 'takeaway', 'waiting', 'chips', 'working', 'spelt', 'sunset', 'really outstanding']"
The Edgbaston Priory Club,"['tennis', 'club', 'areas', 'showers', 'membership', 'members', 'use', 'standards', 'seats', 'watch']"
Birmingham Union Street Argos,"['check', 'phone', 'customer', 'customer service', 'rude', 'requested', 'stock', 'said', '10', 'online']"
TGJones,"['silly', 'morning', 'cashier', 'buy', 'things', 'similar ve', 'days late', 'morning amazing', 'morning cashier', 'recently bought']"
Subway,"['subway', 'thinking', 'broken', 'points', 'cut', 'issues', 'closed', 'sandwich', 'regular', 'business']"
Shake House - Selly Oak,"['phoned', 'tart', 'uber', 'send', 'milkshakes', 'ask', 'sent', 'arrive', 'bed', 'awful']"
Birmingham Museum & Art Gallery,"['museum', 'exhibition', 'art', 'history', 'building', 'closed', 'gallery', 'enjoys', 'ozzy', 'rooms']"
Moon Vapez E Cig Vape Shop,"['flavours', 'vape', 'business', 'glad', 'nicely', 'online', 'needs', 'honestly', 'shop floor', 'store staff']"
Hey Sugar,"['bubble tea', 'bubble', 'tea', 'cakes', 'different', 'grapefruit', 'boba', 'drink', 'fruit', 'spend']"
Merlin's Cafe Bar,"['themed', 'music', 'cafe bar', 'decorations', 'metal', 'theme', 'bar', 'visited', 'staff', 'cocktails']"
Food Republic,"['dad', 'delivery', 'sir', 'easily', 'man', 'pizza', 'fries', 'shwarma', 'thankful', 'lovely delivery']"
HANBAO,"['burger', 'burgers', 'fries', 'fries level', 'bao', 'stools', 'refreshing', 'ready', 'table', 'level']"
Dream cafe and restaurant.,"['breakfast', 'dream', 'foods', 'students', 'owner', 'price', 'working', 'space', 'pricing staff', 'comfortable seats']"
GAIL's Bakery Birmingham New Street,"['iced tea', 'chocolate', 'bakery', 'decide', 'line', 'coffee', 'london', 'space', 'hot chocolate', 'iced']"
Candy and Liquor,"['american', 'section', 'slush', 'way bigger', 'bigger', 'beers', 'shop', 'way', 'don', 'try']"
KILDER,"['craft beer', 'craft', 'pizza', 'station', 'base', 'beer', 'street station', 'chill', 'filling', 'hidden']"
Damascena Coffee House Jewellery Quarter,"['toast', 'coffee house', 'tea', 'butter', 'house', 'coffee', 'accommodating', 'better', 'maybe', 'fresh']"
Café No.11,"['reasonable price', 'reasonable', 'nearby', 'coffee', 'highly', 'tea cake', 'cafe incredibly', 'chat staff', 'silky', 'coffee nearby']"
Cafe Go,"['nan nan', 'nan', 'variety items', 'breaks', 'sessions', 'little cafe', 'handy', 'classic', 'items', 'variety']"
Blue Arrow,"['blue', 'contact', 'job', 'emily', 'payment', 'waste', 'kept', 'point', 'signing', 'jobs']"
Caffè Nero,"['nero', 'branch', 'coffee', 'mall', 'bless', 'relaxed', 'stock', 'said', 'central', 'staff']"
Shoot and Shock,"['smoothies', 'absolutely amazing', 'absolutely', 'amazing']"
The J Q Coffee Cafe,"['cafe', 'behaviour', 'longer', 'run', 'things', 'quickly', 'lady', 'decent', 'breakfast']"
The Island House - Edgbaston,"['cut', 'meat', 'sir', 'dry', 'fish', 'office', 'chip', 'pots', 'chips', 'fresh']"
The Bierkeller,"['host', 'people going', 'seeking', 'group', 'fun', 'sport', 'people', 'lively', 'didn', 'watch']"
Upper Crust Birmingham New Street,"['crust', 'upper', 'baguette', 'slices', 'attitude', 'clearly', 'half', 'cheese', 'friend', 'offer got']"
Browns Birmingham,"['ash', 'browns', 'dirty', 'awesome', 'weren', 'toilets', 'lovely', 'im sure', 'visit little', 'want say']"
The Entertainer,"['toys', 'nephew', 'children', 'tom', 'buy', 'breeze', 'option choose', 'bad attitude', 'prices store', 'animals']"
cafe mary,['nan']
Simpsons Restaurant,"['birthday', 'birthday card', 'wine pairing', 'pairing', 'feel special', 'team', 'wonderful', 'special', 'wine', 'course']"
University Of Birmingham Conference Park,"['room', 'rooms', 'hotel', 'accommodation', 'stay', 'rooms clean', 'house', 'ceiling', 'main', 'centre']"
Shogun Cube,"['chef', 'boy', 'celebrate', 'authentic japanese', 'sceptic', 'came sunday', 'fresh seafood', 'welcoming respectful', 'stupendous', 'hard working']"
O'Neill's Broad Street,"['drinks', 'cleared', 'son', 'cold', 'egg', 'cleaned', 'toilet', 'glass', 'setting', 'reasonably']"
Nando's Birmingham - Bullring,"['tier service', 'nando', 'john', 'luke', 'busy', 'tier', 'seated', 'positive', 'expected', 'offered']"
Apple Birmingham,"['apple', 'issue', 'phone', 'buds', 'son', 'product', 'company', '15', 'understand', 'guy']"
hmv,"['store', 'really', 'helped', 'vinyls', 'know start', 'located bullring', 'really rare', 'shops birmingham', 'artist', 'sabbath bridge']"
Next,"['store', 'peak hours', 'shopping experience', 'parcel', 'peak', 'bags', 'followed', 'immediately', 'shopping', 'way']"
Clarks,"['shoes', 'sophie', 'pair', 'pairs', 'wear', 'daughter', 'experiences', 'patient', 'didn', 'issues really']"
Old Office,['nan']
Dr Shawarma,"['shawarma', 'dr', 'garlic', 'hot sauce', 'overpowering', 'fries', 'person', 'spices', 'dont', 'sauce']"
Cafe Mal,"['home felt', 'pleasure meeting', 'iced latte', 'staff definitely', 'recommend checking', 'interaction', 'feel home', 'coffee really', 'coffee', 'starbucks']"
The Church Pub & Dining Room,"['pub', 'pub fantastic', 'fantastic', 'church', 'terrace', 'reasonably priced', 'reasonably', 'drink', 'popped', 'cocktails']"
"The Bakehouse by Baked in Brick, Digbeth","['coffee', 'breakfast', 'partner', 'digbeth', 'coffee shop', 'traditional', 'staff member', 'recent experience', 'traditional breakfast', 'll miss']"
Adam's Restaurant,"['michelin', 'experience', 'true', 'dining', 'include', 'sommelier', 'wine', 'course', 'fine dining', 'focused']"
German Doner Kebab (GDK),"['music', 'halal', 'döner', 'doner', 'cities', 'german', 'branch', 'forks', 'overwhelming', 'extremely']"
Elmhurst Ballet School,"['ballet', 'school', 'national', 'awful', 'english', 'students', 'years', 'think going', 'graham', 'possible thank']"
The Sandwich Bar,"['just corner', 'best sandwiches', 'definitely best', 'handy', 'tasting', 'staff polite', 'corner', 'best', 'sandwiches', 'value money']"
Baguette World,"['panini', 'baguette', 'cheap', 'seek', 'won visiting', 'eating half', 'hot definitely', 'having really', 'stomach pain', 'baguette today']"
Khayyam Restaurant (Birmingham),"['iranian', 'set menu', 'persian', 'live music', 'belly', 'music', 'charge', 'vegetarian', 'live', 'returning']"
Caffè Concerto Birmingham,"['hour', 'café', 'tea', 'bull', 'light', 'train', 'station', 'pleasant', 'presented', 'commanding']"
Premier Inn Birmingham City Centre (New St Station) hotel,"['hotel', 'stay', 'desk', 'room', 'water bottles', 'definitely stay', 'housekeeping', 'premier', 'walking distance', 'rooms']"
Wok Chi,"['alfie', 'eaten', 'visited', 'car', 'beef', 'generous', 'gem', 've', 'friend', 'ago really']"
Tap & Spile Birmingham,"['canal', 'available', 'toilet', 'pub', 'quiet', 'beer', 'afternoon quiet', 'stay longer', 'timothy', 'wow absolutely']"
Digbeth Kitchen,"['coach', 'curly', 'reply', 'read', 'wrap', 'toilet', 'morning staff', 'chatty definitely', 'overall disappointing', 'overall bad']"
Topokki,"['korean', 'bbq', 'pork', 'pancake', 'dumplings', 'gone', 'wait', 'authentic', 'years', 'crispy fried']"
Go Central,"['days', 'rude', 'beef', 'best way', 'broccoli', 'visit got', 'ask staff', 'haven ages', 'got need', 'chilli beef']"
Cocomacs,"['feature', 'german market', 'german', 'stalls', 'christmas', 'market', 'variety', 'drinks']"
Starbucks Coffee,"['starbucks', 'branch', 'graham', 've loyal', 'chairs', 'coffee', 'street branch', 'behavior', 'seating areas', 'chocolate']"
Starbucks Coffee,"['starbucks', 'surprises', 'needed sit', 'burst', 'secret', 'topping', 'wasn just', 'banana', 'twist', 'almond']"
The Indian Streatery,"['chaat', 'menu staff', 'veg', 'sweet', 'pint beer', 'got bit', 'samosa', 'got seat', 'half pint', 'birmingham authentic']"
The Country Girl,"['carl', 'peas', 'came', 'veggie', 'kids', 'pub', 'range', 'parking', 'chips', 'main']"
"The Roebuck, Birmingham","['pool table', 'tv', 'pool', 'fish chips', '12', 'wings', 'fish', 'crispy', 'cocktails', 'chips']"
Glamorous Birmingham 🏳️‍🌈🏳️‍⚧️,"['gay', 'security', 'man', 'men', 'entry', 'hurt', 'bar', 'people', 'unless', 'allowed']"
Starbucks,"['emma', 'children', 'mug', 'sit outside', 'thank', 'starbucks', 'year', 'floor', 'sit', 'needed']"
Cajun soul Kitchen,"['chicken', 'cajun', 'box', 'taste', 'gravy', 'card', 'crispy', 'rice', 'personal taste', 'ubereats']"
"The Old Joint Stock Pub & Theatre, Birmingham","['beers ales', 'selection beers', 'pub', 'bar', 'half', 'theatre', 'ales', 'events', 'beers', 'central']"
Hollywood Bowl Birmingham Broadway Plaza,"['fun', 'honestly', '12 cocktails', 'bathrooms', 'arcade', 'priced', 'raise', 'bowl', 'literally', '12']"
O Bar,"['avoid', 'toilets', 'week', 'music', 'chased', 'music little', 'locks', 'night drink', 'music dj', 'bar quite']"
Walkabout - Birmingham,"['brunch', 'bottomless brunch', 'bottomless', 'coke', 'dance', 'music', 'dj', 'single', 'kept', 'places']"
Jimmy Spices,"['indian', 'variety', 'spices', 'craving', 'dishes', 'balanced', 'buffet', 'experience', 'offers', 'desserts']"
The Soloman Cutler - Disco Spoon's,"['pizza', 'venue', 'flooding', 'quick beer', 'decided leave', 'received pizza', 'service usual', 'award', 'staircase', 'winning']"
Caffè Nero,"['nero', 'coffee', 'shop', 'payment', 'espresso', 'refused', 'saying', 'cash', 'till', 'cup']"
The Elms Day Nursery,"['daughter', 'managers', 'easy work', 'thought wonderful', 'days staff', 'collected', 'cherished', 'cried', 'children feel', 'admin']"
Lostalgia,"['vintage', 'vinyls', 'art', 'finds', 'clothes', 'jacket', 'wheelchair', 'accessible', 'potato', 'saw']"
Costa Coffee,"['costa', 'coffee', 'coffee costa', 'member', 'staff', 'member staff', 'fabulous', 'counter', 'quite', 'stopped']"
Super bubble station Bullring store,"['milk', 'sugar', 'bubble', 'tea', 'bubble tea', 'syrup', 'brown sugar', 'brown', 'milk tea', 'matcha']"
Syriana Restaurant,"['wanted try', 'wanted', 'ago', 'value money', 'fresh', 'relaxed', 'definitely thank', 'experience fresh', 'fabulous service', 'lovely server']"
Sobar,"['security', 'night', 'shouting', 'bartenders', 'clients', 'guy', 'boyfriend', 'security guard', 'guard', 'don']"
Captain John's,"['chips', 'fish', 'fish chips', 'burger', 'kebab', '07', '2023', 'cheese', 'items', 'negative reviews']"
Philip Toozs Hobson,"['care', 'man', 'absolute', 'trustworthy', 'excellent highly', 'partners', 'dignity', 'commendable', 'privilege', 'hasn']"
Winterbourne House & Garden,"['gardens', 'interesting', 'walk', 'house', 'walk round', 'houses', 'stream', 'lift', 'cafe', 'beautiful']"
Edgbaston Dental Centre,"['appointment', 'practice', 'reception', 'tooth', 'appointments', 'everybody', 'reception staff', 'lady', 'edgbaston', 'process']"
Edgbaston High School for Girls,"['school', 'high school', 'girls', 'edgbaston', 'high', 'students', 'reception', 'year', 'fun', 'afford']"
Bank Restaurant Bar & Grill,"['type music', 'area', 'victoria', 'speaking', 'didn', 'server', 'music', 'dj', 'terrace', 'menu']"
Habanero's,"['burrito', 'pulled pork', 'van', 'busy lunch', 'decent', 'plus', 'office', 'week', 'pulled', 'nachos']"
Chris's Cafe,"['breakfast', 'salt', '10', 'vegetarian', 'staff friendly', 'breakfast hot', 'breakfast sandwiches', 'bar excellent', 'small breakfast', 'hot staff']"
M&S Foodhall,"['parking', 'quality', 'products', 'store', 'confirmation', 'say really', 'street parking', 'service parking', 'prices bit', 'quality offer']"
Sacks Of Potatoes,"['pub', 'sunday afternoon', 'beer', 'sports', 'staff', 'university', 'selection', 'standard', 'afternoon', 'quiet']"
Saint Kitchen,"['menu', 've got', 'sourdough', 'hash', 'coffee', 'photos', 'gluten free', 'gluten', 'butter', 'toast']"
Davisons Law Edgbaston,"['legal', 'law', 'communication', 'mohammed', 'clear communication', 'process', 'supported', 'buying', 'outstanding service', 'handled']"
Pirlo's Dessert Lounge,"['afternoon tea', 'desserts', 'afternoon', 'tea', 'tea service', 'hot drink', 'gave', 'did enjoy', 'milk', 'really']"
The White Swan,"['white', 'sauce', 'toffee', 'complemented', 'rich', 'fillet', 'visits', 'juicy', 'tender', 'sandwich']"
Savanna Restaurant & Cocktail Bar,"['experienced', 'impeccable', 'wonderful', 'recommendations', 'returning', 'definitely', 'cocktails', 'cozy right', 'minutes today', 'cocktails definitely']"
The Sun On The Hill,"['comment', 'vibe', 'excellent vibe', 'pub times', 'suppose', 'highly highly', 'pay money', 'punters', 'chances', 'dirty fries']"
INTIMATE LOUNGE & BAR,"['club', 'smoking', 'scared', 'african', 'floors', 'music', 'dj', 'night', 'amazing felt', 'beers cheap']"
Cake & Culture,"['coffee', 'culture', 'cake', 'savoury', 'croissants', 'chocolates', 'sweet', 'warm attentive', 'beautifully', 'edgbaston']"
Chatfield Private Client Limited,['nan']
Hotel ibis Styles Birmingham Centre,"['breakfast', 'hotel', 'rooms', 'check', 'location', 'bed', 'sleep', 'room', 'woken', 'ha']"
Grill N Shake (selly oak) halal,"['anmol', 'chicken', 'chicken sizzler', 'sizzler', 'stir fry', 'tacos', 'beef steak', 'fry', 'stir', 'beef']"
Digbeth Dining Club,"['vendors', 'event', 'street', 'cathedral', 'cuisines', 'allergy', 'drinks menu', 'drinks', 'coventry', 'accept card']"
Alterna,"['pancakes', 'focaccia', 'tofu', 'cute', 'vegan', 'beautifully', 'standout perfectly', 'nutty', 'wonderful spot', 'comment coffee']"
Grosvenor Casino,"['broad street', 'broad', 'manager lovely', 'passport', 'coming town', 'resolving', 'christina', 'plenty room', 'staff favourite', 'justifiable']"
Paprika Grill,"['break', 'saffron', 'iftar', 'mins', 'tender', 'phone', 'rice', 'fast', 'sides', 'decided']"
Pause Cafe,['nan']
The Distillery,"['brunch', 'minutes', '2pm', '90 minutes', 'bottomless', '90', 'drinks', 'waitress', 'minutes left', 'afternoon']"
